sign1_id,sign2_id,percent,description
5,6,15,"Близнюки і Рак – дуже різна пара, де легкість повітря зустрічається з глибиною води. Веселі, мінливі Близнюки живуть розумом і новими ідеями, тоді як чутливий Рак керується серцем і емоціями – їм важко говорити однією мовою почуттів. На початку Рак може бути зачарований харизмою та гострим розумом Близнюків, а ті – приваблені ніжністю і добротою Рака. Та з часом Раку не вистачає емоційної віддачі від більш поверхових Близнюків: він може відчувати себе непочутим або покинутим, у той час як Близнюкам складно мати справу з глибокими переживаннями Рака, яких вони не розуміють. Цей союз вимагатиме багато терпіння і зусиль: якщо Близнюки навчаться проявляти більше чуйності, а Рак – давати більше свободи, то вони зможуть створити крихкий, але зворушливо теплий зв’язок."
5,7,85,"Близнюки і Лев – яскрава і соціальна пара, що легко стає центром уваги завдяки своїй привабливості та веселому настрою. Комунікабельні Близнюки зачаровують Лева своєю дотепністю і винахідливістю, а шляхетний Лев щедро дарує партнерам-Близнюкам тепло, захист і захоплення. Їхні стосунки повні пригод та світських подій: вони разом відвідують вечірки, подорожують, творять спільні проекти – їм подобається активне, насичене життя одне з одним. Іноді Лев може вимагати більше уваги і поклоніння, ніж легковажні Близнюки здатні постійно давати, а Близнюкам часом важко прийняти впертий характер Лева. Однак взаємний оптимізм і щирі почуття перемагають: підтримуючи его Лева компліментами та цінуючи свободу Близнюків, ця пара здатна збудувати дуже щасливий, блискучий союз, де завжди панує сміх і любов."
5,8,30,"Близнюки і Діва – обидва під керуванням Меркурія, планети інтелекту, але їхні характери та підходи до життя різняться. Кмітливі Близнюки прагнуть різноманіття і легко переключаються з теми на тему, тоді як аналітична Діва більше зосереджена на деталях, порядку і доведенні справ до кінця. Спочатку їх може поєднати інтелектуальний діалог: Діву захоплює ерудиція та творчість Близнюків, а Близнюки цінують мудрі поради та практичність Діви. Але емоційно їм непросто – Діва критично ставиться до хаотичності Близнюків, а ті можуть нудьгувати від прагнення Діви все контролювати і розкладати по поличках. Цим двом варто навчитися терпіння: якщо Близнюки проявлять більше відповідальності, а Діва – більше гнучкості, вони зможуть взаємно збагатити одне одного і створити цікаві, хоч і трохи ексцентричні стосунки."
5,9,75,"Близнюки і Терези – повітряний дует, що славиться чудовою інтелектуальною та емоційною сумісністю. Обидва знаки товариські, романтичні і цінують гармонію: вони відразу знаходять багато спільних тем для розмов та інтересів, їх притягує взаємна легкість і чарівність. У стосунках панує атмосфера елегантності та взаєморозуміння – Терези приносять баланс і ніжність, а Близнюки – гумор та свіжість, завдяки чому їхній роман розвивається плавно і радісно. Іноді рішення можуть даватися важко, адже обидва трохи непостійні: Терези довго зважують «за» і «проти», а Близнюки можуть передумати в останній момент – це дрібні негаразди, які вони сприймають з усмішкою. Загалом ця пара дуже щаслива: вони є одне для одного і друзями, і коханцями, легко прощають недоліки і насолоджуються легким, ніжним і інтелектуально стимулюючим коханням."
5,10,10,"Близнюки і Скорпіон – складний союз легковажності і глибини, де веселий вітер зустрічає незворушні води таємниць. Поверхневим Близнюкам важко збагнути пристрасну і потаємну душу Скорпіона, а той, у свою чергу, може не довіряти мінливому характеру партнерів-Близнюків. Спершу Скорпіона може зацікавити гострий розум і соціальність Близнюків, а Близнюки, можливо, відчують потяг до магнетизму і сили Скорпіона. Проте з часом їхні відмінності призводять до непорозумінь: Скорпіон прагне глибокої емоційної близькості та вірності, а Близнюки, які люблять свободу і спілкування з багатьма людьми, можуть не виправдати його очікувань. Цей союз рідко буває тривалим без великих зусиль, але якщо доля зводить їх, то лише через взаємне навчання – Скорпіон вчить Близнюків глибини почуттів, а Близнюки нагадують Скорпіону про важливість легкості та сміху."
5,11,99,"Близнюки і Стрілець – протилежні знаки на колі Зодіаку, які утворюють надзвичайно вдалу і яскраву пару. Їх об’єднує любов до свободи, знань і нових вражень: обидва оптимістичні, допитливі і легко збуджуються ідеєю спільної пригоди. Вони відразу стають друзями і коханцями водночас – безкінечні розмови, сміх, подорожі і взаємне підштовхування до розвитку роблять їхній союз динамічним та щасливим. Між ними панує глибока довіра: Стрілець цінує чесність і кмітливість Близнюків, а ті – мудрість і щирість Стрільця; сварки якщо і виникають, то швидко забуваються. Ця пара справляє враження створеної на небесах – їхнє кохання яскраве, взаємно надихаюче та сповнене пригод, і може тривати все життя, не втрачаючи свого вогню."
5,12,10,"Близнюки і Козеріг – комбінація повітря і землі, яка часто здається несумісною через різний підхід до життя. Легкі на підйом, непосидючі Близнюки цінують спілкування та новизну, у той час як серйозний Козеріг орієнтований на роботу, цілі і стабільність – їхні життєві цінності частково різняться. Спочатку Козерога може зацікавити яскравість і дотепність Близнюків, а ті, у свою чергу, відзначать внутрішню силу та амбіційність Козерога. Однак у стосунках їм непросто: Козеріг вважає Близнюків ненадійними і легковажними, а Близнюкам Козеріг здається надто суворим і консервативним – їм важко повністю зрозуміти потреби одне одного. Цей союз потребує багато компромісів та роботи над собою – якщо Близнюки навчаться більшої відповідальності, а Козеріг трохи розслабиться і прийме веселу натуру партнера, то між ними може виникнути повага і навіть особливий зв’язок, хоча й нетиповий."
6,6,90,"Двоє Раків – це глибоко емоційна і ніжна пара, яка розуміє одне одного з півслова і півподиху. Обидва – водні знаки, чутливі, співчутливі та схильні до турботи, тому їхні стосунки наповнені теплом, увагою та взаємною підтримкою. Вони створюють затишний спільний світ: раді разом проводити вечори вдома, дбати про родину, обмінюватися найпотаємнішими почуттями, знаючи, що партнер завжди вислухає і зрозуміє. Конфлікти між ними рідкісні і зазвичай пов’язані лише з тим, що кожен може надто глибоко брати близько до серця слова іншого – проте вони швидко миряться, адже не вміють довго ображатися на кохану людину. Цей союз дуже гармонійний: двоє Раків разом відчувають себе у безпеці і коханні, їхня душевна спорідненість робить їхнє подружнє життя щасливим і міцним на довгі роки."
6,7,25,"Рак і Лев – непроста комбінація води і вогню, де тихі глибини чутливості стикаються з палким темпераментом. Ніжний, сором’язливий Рак прагне емоційної близькості і затишку, тоді як гордий Лев жадає яскравих вражень, похвали і бути в центрі уваги. Спершу Лева може привабити зворушлива щирість та ніжність Рака, а Рак захопиться впевненістю і блиском Лева – між ними виникає своєрідне тяжіння протилежностей. Проте Раку може бути боляче від прямолінійності та домінантності Лева, а Леву – важко зрозуміти змінний настрій і образливість Рака, через що виникають часті образи. Цій парі складно досягти гармонії, але якщо вони дуже кохають: Лев навчиться бути делікатнішим, а Рак – більш впевненим, тоді їхній зв’язок може стати теплішим, поєднавши щирість Рака із великодушністю Лева."
6,8,80,"Рак і Діва – сприятлива комбінація води і землі, де практичність і відданість Діви доповнює чутливість і турботливість Рака. Діва захоплюється глибиною душі і інтуїцією Рака, а Рак цінує надійність, мудрість і увагу до дрібниць з боку партнера-Діви. Їхні стосунки базуються на довірі і повазі: Діва допомагає Раку відчути себе захищеним в реальному світі, підтримує його у повсякденних справах та захищає від життєвих негараздів, а Рак наповнює життя Діви емоційним змістом, теплом і натхненням. У парі мало конфліктів – і Рак, і Діва прагнуть уникати сварок, краще обговорити проблему спокійно за чашкою чаю; хіба що іноді надмірна критичність Діви може зачепити вразливого Рака. Загалом цей союз дуже комфортний: Рак і Діва стають не тільки закоханими, а й найкращими друзями, які завжди готові підставити одне одному плече та разом створити щасливу родину."
6,9,25,"Рак і Терези – витончений, але дещо крихкий союз, де емоційна вода намагається знайти порозуміння з інтелектуальним повітрям. Романтичні Терези захоплюються добрим серцем і ніжністю Рака, а Рак приваблений чарівністю, м’якістю та справедливістю Терезів. Спочатку між ними виникає взаємна симпатія: Терези приносять у життя Рака гармонію і спокій, вміють заспокоїти його тривоги, а Рак дарує Терезам щиру любов і відданість, якої ті прагнуть. Проте в довгостроковій перспективі можуть з’явитися проблеми: Раку важко переживати нерішучість Терезів та їх прагнення розподілити увагу і між іншими людьми, а Терези іноді втомлюються від емоційних хвиль Рака і його ревнощів. Ця пара потребує делікатності та рівноваги: якщо Терези навчаться бути більш чуйними до почуттів Рака, а Рак – більш довіряти і не тиснути на партнера, їхнє ніжне кохання має шанс перетворитися на гармонійний довготривалий союз."
6,10,79,"Рак і Скорпіон – глибокий, майже містичний союз двох водних знаків, які відчувають одне одного на інтуїтивному рівні. Обидва партнери емоційні і щирі: сором’язливий Рак знайде у пристрасному Скорпіоні сильного захисника, якому можна довіритися, а Скорпіон цінує відданість, ніжність і розуміння з боку Рака. Між ними виникає потужний емоційний та фізичний зв’язок – вони діляться найпотаємнішими таємницями, глибоко співпереживають одне одному і відчувають неймовірну близькість у коханні. Інколи ревнощі Скорпіона чи перепади настрою Рака можуть призводити до сварок, проте ці двоє настільки прив’язані, що здатні швидко пробачати і ще міцніше притулятися одне до одного після конфліктів. Їхнє кохання інтенсивне, вірне і трансформуюче: Рак і Скорпіон здатні разом пройти крізь будь-які випробування, підтримуючи і безмежно люблячи одне одного на глибинному, душевному рівні."
6,11,30,"Рак і Стрілець – непростий дует, у якому домашній затишок Рака стикається з бунтівною жагою пригод Стрільця. Чутливому Раку потрібна стабільність, відчуття, що його кохають і про нього дбають, тоді як волелюбний Стрілець прагне простору, нових горизонтів, відкритого світу без обмежень. Спершу їх може зацікавити і навіть зачарувати відмінність характерів: Рак захопиться оптимізмом і життєлюбством Стрільця, а Стрілець зворушиться ніжністю і романтизмом Рака. Але надалі проблем не уникнути: Рак відчуває себе нестабільно поруч з непосидючим партнером, страждає від браку уваги, а Стрілець може задихатися від надмірної чутливості та потреби Рака в постійній близькості. Цим двом важко бути разом, проте якщо доля зведе їх у коханні, то їм необхідно багато спілкуватися і шукати компроміси – можливо, тоді вогонь Стрільця зможе лагідно зігріти ніжне серце Рака, не обпаливши його."
6,12,85,"Рак і Козеріг – пара полярних знаків (вода і земля), що лежать один навпроти одного на зодіакальному колі, і саме тому можуть ідеально збалансувати одне одного. Сором’язливий, сімейний Рак та амбітний, стриманий Козеріг спочатку здаються несхожими, але кожен має те, чого бракує іншому: Козеріг дає Раку відчуття захищеності та структури, а Рак вчить Козерога виражати емоції і відчувати тепло близькості. Їхні стосунки розвиваються поступово і серйозно – обидва налаштовані на довготривалий союз, тому готові працювати над взаєморозумінням і підтримувати одне одного у всьому. Козеріг захоплюється глибиною любові і вірністю Рака, тоді як Рак поважає мудрість, надійність і працелюбність партнера-Козерога – разом вони створюють міцну команду, яка долає життєві труднощі пліч-о-пліч. Ця пара має великий потенціал для щастя: поєднання відданого серця Рака і незламної підтримки Козерога народжує глибоке, зріле кохання, яке лише зміцнюється з роками."
7,7,75,"Двоє Левів – королівський союз, у якому сходяться дві яскраві, горді особистості стихії Вогню. Їхні стосунки сповнені пристрасті, розкоші та взаємного захоплення: кожен Лев бачить в партнері власне віддзеркалення – сильного, чарівного та щедрого. Вони разом створюють атмосферу свята – люблять красиво проводити час, дарувати один одному дорогі подарунки та компліменти, пишаються своєю парою перед оточуючими. Конфлікти можуть виникати, коли обидва одночасно прагнуть бути лідерами і отримувати максимум уваги: двом царям на одному троні буває тісно, тож їм доведеться навчитися ділитися славою і йти на поступки по черзі. Якщо Леви зуміють приборкати своє его і щиро радіти успіхам одне одного, їхнє кохання буде блискучим і міцним – союз двох великих сердець, що горять унісон."
7,8,30,"Лев і Діва – незвичний дует сусідніх знаків, у якому сяючий вогонь зустрічає стриману землю. Величний, темпераментний Лев прагне визнання і поваги, тоді як скромна і розсудлива Діва зазвичай воліє залишатися в тіні, спостерігаючи за всім критичним поглядом. Спочатку Лева може привабити мудрість і надійність Діви, а Діву – благородство, щедрість і сила Лева; вони допитливо вивчають одне одного, ніби протилежності, що притягуються. Але з часом Леву бракує емоційної віддачі та захоплення від стриманої Діви, а Діву можуть втомлювати драматичність і потреба Лева в постійних похвалах – Діва не розуміє цих «вистав» і може несвідомо критикувати, чим ранить Лева. Для успіху цієї пари потрібно багато толерантності: якщо Лев навчиться цінувати тиху підтримку Діви, а Діва – частіше хвалити і захоплюватися партнером, то їхні різні світи зможуть доповнити одне одного і перетворитися на стабільне, взаємовигідне кохання."
7,9,80,"Лев і Терези – одна з найкрасивіших і найгармонійніших пар зодіаку, де вогонь та повітря створюють атмосферу любові та елегантності. Галантні Терези з самого початку зачаровані харизмою, відвагою та теплотою Лева, а Лев, у свою чергу, не може не захоплюватися витонченістю, дипломатичністю та романтичною вдачею Терезів. Їхній роман розвивається легко і щасливо: Лев щедро дарує любов та подарунки, оберігає партнера, а Терези оточують Лева увагою, ніжністю та розумінням – обоє почуваються коханими і особливими. Інколи Лев може проявляти авторитарність, але м’які Терези вміють згладжувати гострі кути своїм тактом; водночас Лев допомагає нерішучим Терезам зробити вибір і відчувати себе впевненіше. Разом вони утворюють майже ідеальну пару: їхнє кохання пристрасне і водночас гармонійне, сповнене романтики, краси та взаємної поваги, завдяки чому цей союз має всі шанси на довге щасливе життя."
7,10,25,"Лев і Скорпіон – дуже інтенсивна та вибухова комбінація вогню і води, яка рідко буває простою. Обидва знаки надзвичайно сильні, вольові і ревниві: гордий Лев вимагає обожнювання і не терпить конкуренції, а глибокий Скорпіон потребує повного єднання душ і контролю над ситуацією. Між ними з першого погляду часто виникає магнетичний потяг – пристрасть у цій парі палає яскраво, їх сексуальна енергія дуже потужна, що може надовго прив’язати їх одне до одного. Проте їхні зіткнення можуть бути драматичними: Скорпіон критикує і ревнує, не бажаючи підкорятися царственій природі Лева, а Лев обурюється на «темні» ігри Скорпіона та його спроби маніпулювати. Цей союз – справжня битва характерів, де кохання і ненависть ходять поруч; лише глибоке почуття і взаємна повага до сили одне одного здатні втримати Лева і Скорпіона разом, перетворивши їхній бурхливий зв’язок на глибоке, пристрасне кохання з елементами драми."
7,11,80,"Лев і Стрілець – блискуча вогняна пара, де обидва партнери діляться однією стихією, що гарантує їм чудове розуміння і спільний запал. Оптимістичний, авантюрний Стрілець і шляхетний, енергійний Лев миттєво знаходять спільну мову: вони обидва люблять життя, веселощі та великі мрії, тож їхні побачення завжди перетворюються на свято. Стрілець щиро захоплюється великодушністю і харизмою Лева, а Лев цінує мудрість, прямоту і почуття гумору Стрільця – вони взаємно підживлюють амбіції та творчість одне одного. У стосунках панує свобода і довіра: кожен з них зберігає свою незалежність, але залишається відданим партнеру; вони рідко ревнують чи обмежують одне одного, адже кохання для них – це спільний політ, а не клітка. Ця пара має всі шанси прожити разом яскраве і щасливе життя: їх об’єднує пристрасть, дружба і спільний світогляд, тож навіть з роками вогонь їхнього кохання не згасає, а лише тепліше горить."
7,12,25,"Лев і Козеріг – незвична пара, де сяйво сонячного Лева перетинається з тінню серйозного Козерога. Життєрадісний, щедрий Лев звик бути в центрі уваги і витрачати життя, насолоджуючись кожною миттю, тоді як стриманий, працьовитий Козеріг зосереджений на цілях, роботі і відповідальності. Спочатку Леву імпонує надійність і зрілість Козерога – поруч із ним він почувається захищеним і шанованим, а Козерога приваблюють блискуча харизма, щедрість і життєлюбність Лева – той відкриває йому світ радості і сміливості. Але з часом Лев може відчувати брак емоційного тепла та підтримки від стриманого Козерога, а Козеріг буде невдоволений «легковажністю» Лева – фінансовою чи побутовою непрактичністю, прагненням постійних розваг. Цей союз вимагає багато роботи: якщо Лев навчиться більшої дисципліни та терпіння, а Козеріг – буде частіше хвалити Лева і розділяти його радість, то вони зможуть створити шанобливі стосунки, де серйозність Козерога врівноважить сонячне тепло Лева."
8,8,70,"Двоє Дів утворюють практичний і гармонійний союз, де обидва партнери дивляться на світ через призму логіки, порядку та відповідальності. Вони чудово розуміють одне одного: у стосунках панує порядок і взаємна підтримка – кожен намагається допомогти іншому порадою, впорядкувати спільний побут і разом вирішувати проблеми. Ця пара може здаватися дещо стриманою назовні, але їх об’єднує глибока повага і довіра: вони віддані і щирі, цінують вірність та стабільність, які разом будують день за днем. Можливий мінус – обидва схильні до критичності: іноді вони надто прискіпливо ставляться одне до одного через дрібниці, що може викликати невеликі образи. Проте, якщо Діви навчаться трохи більше хвалити і підтримувати одне одного замість критики, їхнє спільне життя буде спокійним, надійним та щасливим – союз двох розумних, добрих серцем людей."
8,9,40,"Діва і Терези – цікавий союз сусідніх знаків, де практична земля межує з повітряною легкістю, породжуючи як взаємне тяжіння, так і нерозуміння. Розсудлива Діва захоплюється шармом, витонченістю та доброзичливістю Терезів, а Терези цінують інтелект, надійність і почуття обов’язку Діви – на початку вони знаходять багато спільного через спокійний темперамент. У їхніх стосунках є взаємна повага та ввічливість: Діва допомагає Терезам більш організовано підходити до справ, а Терези вчать Діву відпочивати і насолоджуватися прекрасним. Але вони по-різному приймають рішення: Діва аналітична і критична, а Терези довго вагаються, прагнучи гармонії – це може дратувати Діву, а Терези можуть відчувати себе трошки «під контролем» у перфекціоністської Діви. За бажання ці знаки здатні знайти баланс: якщо Діва буде менш категоричною, а Терези – більш відповідальними, їхні різні підходи доповнять одне одного, подарувавши стосункам і стабільність, і романтичну іскру."
8,10,95,"Діва і Скорпіон – одна з найсильніших і найцікавіших комбінацій землі та води, де раціональність поєднується з глибиною почуттів. Обидва партнери серйозні, віддані та уважні до деталей: Діва вражена пристрастю та рішучістю Скорпіона, а Скорпіон поважає мудрість, надійність та аналітичний розум Діви. Їхнє кохання розквітає поступово, але вкорінюється глибоко – вони стають справжньою командою, що підтримує одне одного у всіх сферах життя, зберігаючи при цьому романтичну іскру. Діва привносить у стосунки стабільність і спокій, вміє заспокоїти емоційні бурі Скорпіона логікою і турботою, а Скорпіон додає пристрасті та емоційної насиченості, пробуджуючи у стриманій Діві глибші почуття. Цей союз майже бездоганний: об’єднавши свої найкращі якості – відданість, чесність та чуттєвість – Діва і Скорпіон здатні прожити довге і щасливе життя, будучи одне одному і партнерами, і опорою, і справжніми спорідненими душами."
8,11,25,"Діва і Стрілець – доволі непростий союз, де обережна практичність стикається з бурхливим оптимізмом і жагою пригод. Діва живе за планом, уважна до дрібниць та зобов’язань, натомість Стрілець спонтанний, волелюбний і не любить обмежень – це може викликати взаємне нерозуміння. Спочатку Стрільця приваблює витонченість і розум Діви, а Діву інтригує життєрадісність і прямота Стрільця – між ними пробігає іскра цікавості і навіть флірту. Проте будувати щось серйозне важко: Діву дратує безтурботність Стрільця і його нехтування деталями, а Стрілець почувається скуто під постійною критикою та строгістю Діви. Ця пара вимагає величезної роботи над собою: якщо вони спробують перейняти кращі риси одне одного – Стрілець стане трохи відповідальнішим, а Діва навчиться легше ставитися до життя – тоді з’явиться надія на нестандартне, але цікаве партнерство."
8,12,80,"Діва і Козеріг – чудово сумісний земний союз, що грунтується на спільних цінностях, працьовитості та взаємній повазі. Обидва прагнуть стабільності, успіху та порядку в житті: старанна Діва захоплюється амбітністю і витримкою Козерога, а Козеріг цінує уважність, інтелект та відданість Діви. У стосунках вони з самого початку серйозні і щирі – можуть разом працювати над спільними цілями, підтримувати одне одного в кар’єрі і створювати міцний фундамент для сім’ї. Діва приносить у життя пари затишок, турботу про дрібниці та здоровий глузд, а Козеріг додає структур, стабільності і певності у майбутньому, чого часом бракує Скорпіону )."
9,9,70,"Знак Терезів є знаком стосунків, і вони часто мають місію навчати інших, як будувати взаємини. Коли двоє Терезів починають зустрічатися, їм може бути важко знайти мету своїх стосунків, оскільки вони обоє, здається, мають спільну місію та мету, пов'язану з іншими людьми. Якщо вони знайдуть спільну точку дотику, поєднавши свої дії та дотримуючись спільних цінностей, вони матимуть тенденцію стати ідеально збалансованою парою. Єдине, чого їм обом бракує і що дуже важко розвинути, — це почуття взаємної поваги без пасивного осуду чи очікувань. Обоє схильні до цієї проблеми у своєму оточенні, і коли вони разом, ці проблеми легко множаться. Якщо вони дозволять одне одному бути такими, якими вони є, вони можуть стати натхненням для всіх нас, навчаючи нас, що таке справді продуктивні стосунки."
9,10,30,"Стосунки між Терезами та Скорпіоном аж ніяк не є легкими та безтурботними. Обом партнерам доведеться зіткнутися зі своїми темними сторонами через цей зв'язок, і хоча це може призвести до неймовірного та інтенсивного сексуального життя та емоцій, які ніхто інший не може зрозуміти, це може привести їх обох до депресивної ями, з якої вони не зможуть легко вибратися. Єдиний спосіб для цієї пари зберегти задоволення і ніжні стосунки — це побудувати сильне індивідуальне, незалежне життя, інакше вони потраплять у вир кармічних емоцій і нав'язливих, негативних очікувань."
9,11,70,"Відносини між Терезами і Стрільцем у більшості випадків є благотворним зв'язком, який дозволяє цим партнерам розвивати свій емоційний, внутрішній світ і будувати своє життя без негативних впливів. Однак між ними існує архетипна боротьба, оскільки Сатурн підноситься в Терезах і не дуже піклується про свого сина, Юпітера, правителя Стрільця. Це може легко призвести до боротьби за верховенство і битви за домінуючу позицію між ними. Це є продовженням пораненого Сонця Терезів, а Стрілець ідеально впишеться в необхідність відмовитися від будь-якого почуття гордості через деякі дитячі переконання. Єдиний спосіб для них бути щасливими разом — це повністю поважати один одного і дозволяти один одному робити те, що вони повинні робити. Терези повинні дотримуватися своїх стосунків і кохання, якими керує Венера, а Стрілець повинен дотримуватися своїх переконань і широти поглядів, якими керує Юпітер, примножуючи кохання, яке дарують Терези."
9,12,35,"Якщо ми хочемо вибрати найкраще слово для опису стосунків між партнерами-Терезами та Козерогами, то це буде слово «складні». Це не означає, що вони не будуть насолоджуватися спільним життям або не залишаться у стосунках надовго, але це, безумовно, не той зв'язок, на який зважилися б багато інших знаків зодіаку. Їх найбільшою проблемою є відсутність поваги до емоційної цінності, яка зазвичай ініціюється Козерогом, але легко продовжується Терезами. Якщо вони знайдуть спосіб ділитися, показувати і розуміти емоції один одного, все інше здаватиметься легким завданням."
10,10,65,"Скорпіон і Скорпіон мають схильність виявляти в один одному найгірше. Хоча вони можуть поділяти найглибше взаєморозуміння з усіх знаків зодіаку, вони також можуть занадто занурюватися в темряву і депресію, потопаючи у своїх невирішених емоціях. Їхнє емоційне взаєморозуміння є чимось, що варто цінувати, якщо вони обоє відкриті до своїх почуттів і приймають свої внутрішні потреби."
10,11,30,"Скорпіон і Стрілець складають чудову пару, поки вони відчувають перше захоплення на початку своїх стосунків. Поки вони ще не знають один одного добре і все здається новим і неймовірним, Скорпіон буде бачити свого партнера-Стрільця як промінь світла, який раптово робить його життя яскравішим і кращим, а Стрілець побачить, що є так багато чого дізнатися і насолодитися глибиною свого партнера-Скорпіона, а потім і емоційною прихильністю. Згодом є велика ймовірність, що вони повільно втратять інтерес одне до одного, особливо мінливий знак Стрільця до свого стабільного партнера-Скорпіона. Навіть якщо їхні стосунки можуть закінчитися на поганих умовах, було б шкода не піддатися їм і не дозволити їм зачарувати і піднести обох на якийсь час."
10,12,65,"Стосунки Скорпіона і Козерога можуть надихати обох партнерів на пошук істини, дослідження свого родоводу та вирішення невирішених кармічних проблем і боргів. Вони обоє глибокі і не ставляться до речей легковажно, що допоможе їм побудувати міцний фундамент для стосунків, які можуть тривати довго. Однак саме це може легко зробити їхні стосунки занадто похмурими і беземоційними, занурити їх обох у стан смутку і депресії або просто пробудити в них потребу шукати світло з кимось іншим."
11,11,75,"Один Стрілець легко закохається в іншого, і їхні пристрасні стосунки можуть дуже швидко змінитися. Як два представники мінливого знака, вони легко пристосуються, але з такою ж легкістю змінять свої думки та почуття один до одного. Це не завжди обіцяє довгострокові стосунки, адже немає партнера, який би був клеєм, що тримає їх разом. Це не означає, що вони не будуть насолоджуватися компанією один одного, знаходити багато спільного, коли вони разом, і сміятися, як діти, перебуваючи на одному шляху. Якщо вони відкриють для себе справжнє щастя двох людей, на яких впливає Юпітер, вони можуть втратити інтерес до всіх інших і знайти той необхідний баланс, який утримає їх разом у їхніх подорожах протягом усього життя."
11,12,40,"Це не ідеальні стосунки, і вони рідко стають тими, в яких обоє вирішують залишитися на все життя. Проте, їхнє розуміння та прийняття своїх відмінностей є освіжаючим і веселим для обох партнерів, і вони можуть добре проводити час разом, незалежно від того, як довго це триватиме. Ми не можемо передбачити надто велику стабільність, якщо тільки Козеріг не вирішить її створити, але посмішка на обличчі Стрільця і його здатність розсмішити партнера можуть бути опорою їхнього зв'язку стільки, скільки їм обом це потрібно."
12,12,80,"Незважаючи на те, що вони є представниками одного і того ж знака зодіаку, кожен Козеріг є індивідуальністю зі своїми цінностями, які не підлягають зміні. Козерігу нелегко знайти іншого Козеріга, який би поділяв його цінності. Жорсткий характер Козерога не дозволяє йому з розумінням ставитися до поведінки, яка «не схвалюється», і бути Козерогом не виключає нікого з первинних рівнянь, які встановлює кожен з них. Вони повинні дотримуватися цінностей, які вони поділяють, замість того, щоб ставити під сумнів ті, які їм не подобаються."
